	alpha_1	alpha_2	alpha_3	sigma.sq_1	sigma.sq_2	sigma.sq_3	theta_1	theta_2	theta_3
965	0.051880813	0.054489416	0.050996988	0.145234485	0.145234485	0.145234485	9.222506254	5.108934642	3.328509527
966	0.056973099	0.396318508	3.31E-09	2.09E-09	2.09E-09	2.09E-09	2.92E-28	3.820056465	5.60E-20
967	0.05247734	0.047833103	0.054014431	0.07731573	0.07731573	0.07731573	8.931102981	6.102187493	3.254012997
968	0.088264215	0.435209609	4.27E-06	2.07E-09	2.07E-09	2.07E-09	-6.71E-28	5.56398523	4.60E-18
969	0.142572672	0.497627523	0.001859397	0.000110695	0.000110695	0.000110695	-1.33E-30	4.764207378	1.23E-17
970	0.018055367	0.019586601	0.016319826	0.085330797	0.085330797	0.085330797	8.772359362	5.6293252	3.492759647
971	0.002143111	2.06E-09	0.002848777	0.042637148	0.042637148	0.042637148	7.598102109	5.390489427	5.617468628
972	0.056774104	0.05560103	0.052948603	0.118121838	0.118121838	0.118121838	7.721554776	4.91478206	3.857362649
973	0.016035537	0.016820134	0.018855205	0.075243491	0.075243491	0.075243491	8.047920651	5.693029764	3.968288905
974	0.011067894	0.32987214	0.000560258	0.050222518	0.050222518	0.050222518	9.66E-11	5.83545717	4.44E-14
975	0.049941209	0.048749218	0.050647478	0.076309545	0.076309545	0.076309545	8.646440409	5.640184222	5.267966381
976	0.092961289	0.4369793	3.46E-06	2.24E-09	2.24E-09	2.24E-09	9.35E-31	4.991650965	2.90E-18
977	0.060356812	0.060873825	0.049018129	0.141304862	0.141304862	0.141304862	9.875067967	5.665904598	4.95846428
978	0.019423156	0.016529855	0.004372027	0.079443577	0.079443577	0.079443577	10.0964797	6.038642612	2.65909764
979	0.052515035	0.050719657	0.051216616	0.103291467	0.103291467	0.103291467	8.901152515	5.584311783	4.895399525
980	0.052266161	0.387764061	4.49E-09	2.34E-09	2.34E-09	2.34E-09	4.18E-11	6.703073437	-1.08E-13
981	0.019461529	0.024656484	0.015054465	0.093809774	0.093809774	0.093809774	7.191903097	5.144069489	3.848115178
982	0.000957647	5.39E-05	0.003455745	0.038875591	0.038875591	0.038875591	7.333337017	5.386851572	5.359156531
983	0.028227819	0.031298205	0.021605935	0.099439659	0.099439659	0.099439659	9.156613502	5.602551641	4.335407758
984	0.13706086	0.501649659	6.22E-08	2.06E-09	2.06E-09	2.06E-09	-6.86E-31	5.464172432	3.15E-22
985	0.018603411	0.02276246	0.020186814	0.084115427	0.084115427	0.084115427	9.164579515	4.885393342	5.276044113
986	0.028382979	0.024824738	0.02315132	0.06662952	0.06662952	0.06662952	8.353949855	5.499120588	4.014923842
987	0.008267383	0.010626037	2.08E-09	0.072557682	0.072557682	0.072557682	11.15316646	5.500219969	305336.3226
988	0.003039985	0.000305775	0.009492953	0.036174382	0.036174382	0.036174382	7.914898751	5.221834092	4.677047938
989	0.022895144	0.022602635	0.01877546	0.064483225	0.064483225	0.064483225	9.345475468	6.086456065	4.391683967
990	0.030786951	0.036362182	0.026979979	0.133468907	0.133468907	0.133468907	8.56525255	5.093855429	4.45012711
991	0.072419324	0.073133618	0.078788775	0.108554489	0.108554489	0.108554489	8.215200348	5.430779407	5.125389858
992	0.004716703	8.72E-05	0.009487074	0.038447583	0.038447583	0.038447583	7.43838804	4.588490158	3.220193003
993	0.006029848	2.06E-09	0.017164162	0.025336457	0.025336457	0.025336457	8.273679878	6.107228221	3.77211793
994	0.021676189	0.019612053	0.018033486	0.078821829	0.078821829	0.078821829	10.18748971	5.850768577	3.194877104
995	3.47E-05	2.55E-06	2.76E-06	0.044145271	0.044145271	0.044145271	6.990880376	5.024860106	3.863615127
996	0.018063191	0.024617976	0.016403644	0.105137324	0.105137324	0.105137324	9.833364234	6.915526496	3.543171667
997	0.021333075	0.023885376	0.025040732	0.06931525	0.06931525	0.06931525	8.05073812	5.768102975	3.844397994
998	0.020275663	0.019246869	0.02213082	0.065545243	0.065545243	0.065545243	8.543686791	4.609853868	3.689599339
999	0.066607724	0.404115894	3.06E-09	2.69E-09	2.69E-09	2.69E-09	-6.69E-28	4.53489179	3.28E-20
1000	0.144119036	0.508887528	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-2.47E-31	4.361088277	4.67E-24
